Cluster Name,Environment,Cluster Descriptor,CVE,Fixable,Severity,CVSS,Env. Impact,Impact Score,Nodes,Published On,Discovered On,Link,Summary
production,,,CVE-2019-20386,Not Fixable,Low,2.4,100%,1.40,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2019-20386,"DOCUMENTATION: A memory leak was discovered in the systemd-login when a power-switch event is received. A physical attacker may trigger one of these events and leak bytes due to a missing free. 
            STATEMENT: The version of systemd delivered in OpenShift Container Platform 4.1 and included in CoreOS images has been superseded by the version delivered in Red Hat Enterprise Linux 8. CoreOS updates for systemd in will be consumed from Red Hat Enterprise Linux 8 channels."
production,,,CVE-2020-8562,Not Fixable,Low,2.2,100%,1.40,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/security/cve/CVE-2020-8562,"DOCUMENTATION: A security issue was discovered in Kubernetes where an authorized user may be able to access private networks on the Kubernetes control plane components. Kubernetes clusters are only affected if an untrusted user can create or modify Node objects and proxy to them, or an untrusted user can create or modify StorageClass objects and access KubeControllerManager logs."
aap,cluster,,CVE-2022-1996,Not Fixable,Important,9.1,100%,5.20,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-1996,"DOCUMENTATION: A flaw was found in CORS Filter feature from the go-restful package. When a user inputs a domain which is in AllowedDomains, all domains starting with the same pattern are accepted. This issue could allow an attacker to break the CORS policy by allowing any page to make requests and retrieve data on behalf of users. 
            STATEMENT: The go-restful package is a transitive dependency which is being pulled with k8s.io/api and not directly being used anywhere in OpenShift Container Platform (OCP), OpenShift Container Storage and OpenShift Data Foundation, hence these components are marked as 'Will not fix' or even ""Not affected""."
aap,cluster,,CVE-2022-3294,Not Fixable,Moderate,8.8,100%,5.90,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/security/cve/CVE-2022-3294,"DOCUMENTATION: A flaw was found in Kubernetes, where users may have access to secure endpoints in the control plane network. Kubernetes supports node proxying, which allows clients of kube-apiserver to access endpoints of a Kubelet to establish connections to Pods, retrieve container logs, and more. While Kubernetes already validates the proxying address for Nodes, a bug in the kube-apiserver made it possible to bypass this validation. Bypassing this validation allows authenticated requests destined for Nodes to redirect to the API Server through its private network. 
            STATEMENT: Kubernetes clusters are only affected if an untrusted user can modify Node objects and send requests proxying through them."
aap,cluster,,CVE-2020-26159,Not Fixable,Moderate,8.6,100%,4.70,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2020-26159,"DOCUMENTATION: A flaw was found in oniguruma. An attacker, able to supply a regular expression for compilation, may be able to overflow a buffer by one byte in concat_opt_exact_str in src/regcomp.c . 
            STATEMENT: Red Hat Ceph Storage 4 is not affected because the affected method, concat_opt_exact_str is not shipped. However, there is an identical flaw in concat_opt_exact_info_str and concat_opt_exact_info, which do not exist in the most recent version of oniguruma as methods. The impact is rated as low because we ship an older version without this exact exploit, so an attacker could not simply copy and paste this exploit, but would need to dig into the code itself and modify this attack for the older version of the code.
            MITIGATION: Mitigation for this issue is either not available or the currently available options do not meet the Red Hat Product Security criteria comprising ease of use and deployment, applicability to widespread installation base or stability."
aap,cluster,,RHSA-2024:0662,Fixable,Moderate,8.6,100%,6.00,ip-10-0-225-175.us-east-2.compute.internal,2024-02-07T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0662,"Red Hat OpenShift Container Platform is Red Hat's cloud computing Kubernetes application platform solution designed for on-premise or private cloud deployments.

This advisory contains the RPM packages for Red Hat OpenShift Container
Platform 4.13.32. See the following advisory for the container images for
this release:

https://access.redhat.com/errata/RHSA-2024:0660

All OpenShift Container Platform 4.13 users are advised to upgrade to these
updated packages and images when they are available in the appropriate
release channel. To check for available updates, use the OpenShift Console
or the CLI oc command. Instructions for upgrading a cluster are available
at
https://docs.openshift.com/container-platform/4.13/updating/updating-cluster-cli.html

Security Fix(es):

* runc: file descriptor leak ""Leaky Vessels"" (CVE-2024-21626)

A Red Hat Security Bulletin which addresses further details about the Leaky Vessels flaw is available in the References section.

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.

All OpenShift Container Platform 4.13 users are advised to upgrade to these updated packages and images when they are available in the appropriate release channel. To check for available updates, use the OpenShift CLI (oc) or web console. Instructions for upgrading a cluster are available at https://docs.openshift.com/container-platform/4.13/updating/updating-cluster-cli.html"
aap,cluster,,RHSA-2024:0755,Fixable,Important,8.6,100%,6.00,ip-10-0-225-175.us-east-2.compute.internal,2024-02-08T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0755,"The runC tool is a lightweight, portable implementation of the Open Container Format (OCF) that provides container runtime.

Security Fix(es):

* runc: file descriptor leak (CVE-2024-21626)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,CVE-2023-1668,Not Fixable,Moderate,8.2,100%,4.20,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2023-1668,"DOCUMENTATION: A flaw was found in openvswitch (OVS). When processing an IP packet with protocol 0, OVS will install the datapath flow without the action modifying the IP header. This issue results (for both kernel and userspace datapath) in installing a datapath flow matching all IP protocols (nw_proto is wildcarded) for this flow, but with an incorrect action, possibly causing incorrect handling of other IP packets with a != 0 IP protocol that matches this dp flow. 
            STATEMENT: In OpenShift Container Platform (OCP) the openvswitch rpm package is consumed from the RHEL Fast Datapath repositories, hence OCP openvswitch components are marked as ""Will not fix"".
            MITIGATION: For any version of Open vSwitch, preventing packets with network
protocol number '0' from reaching Open vSwitch will prevent the issue.
This is difficult to achieve because Open vSwitch obtains packets before
the iptables or nftables host firewall, so iptables or nftables on the
Open vSwitch host cannot ordinarily block the vulnerability.

Another method would be to add a high priority flow to the flow table
explicitly matching on nw protocol '0' and handling that traffic
separately:

   table=0 priority=32768,ip,ip_proto=0 actions=drop

This would need to be similarly done for IPv6 traffic as well."
aap,cluster,,RHSA-2024:0449,Fixable,Important,8.2,100%,6.00,ip-10-0-225-175.us-east-2.compute.internal,2024-01-25T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0449,"The linux-firmware packages contain all of the firmware files that are required by various devices to operate.

Security Fix(es):

* hw: intel: Protection mechanism failure for some Intel(R) PROSet/Wireless WiFi (CVE-2022-46329)

* hw amd: Return Address Predictor vulnerability leading to information disclosure (CVE-2023-20569)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,CVE-2019-25067,Not Fixable,Low,8.1,100%,5.90,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2019-25067,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: A vulnerability, which was classified as critical, was found in Podman and Varlink 1.5.1. This affects an unknown part of the component API. The manipulation leads to Privilege Escalation. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used."
aap,cluster,,CVE-2022-3262,Not Fixable,Moderate,8.1,100%,5.20,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/security/cve/CVE-2022-3262,"DOCUMENTATION: A flaw was found in Openshift. A pod with a DNSPolicy of ""ClusterFirst"" may incorrectly resolve the hostname based on a service provided. This flaw allows an attacker to supply an incorrect name with the DNS search policy, affecting confidentiality and availability. 
            STATEMENT: This is a known issue upstream: https://kubernetes.io/docs/concepts/overview/working-with-objects/namespaces/#namespaces-and-dns

To guard against redirection attacks system administrators can pre-create the namespaces for TLDs or use a third-party solution to block users from creating those namespaces."
aap,cluster,,CVE-2021-43816,Not Fixable,Low,8.0,100%,6.00,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-43816,"DOCUMENTATION: An incorrect permission assignment flaw was found in containerd. This flaw allows a local attacker to use a specially designed text file to read and write files outside of the container's scope. 
            STATEMENT: Because Red Hat OpenStack Platform's director-operator does not use hostPath volumes, the RHOSP Impact has been rated Low impact and no updates will be provided at this time for its containers.

In Red Hat OpenShift Container Platform (OCP) the containerd package is not actually used, but because the containerd API is supported the core OCP components are listed as affected by this CVE and the impact is reduced to Low."
aap,cluster,,CVE-2020-1712,Not Fixable,Important,7.8,100%,5.90,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2020-1712,"DOCUMENTATION: A heap use-after-free vulnerability was found in systemd, where asynchronous Polkit queries are performed while handling dbus messages. A local unprivileged attacker can abuse this flaw to crash systemd services or potentially execute code and elevate their privileges, by sending specially crafted dbus messages. 
            STATEMENT: This issue did not affect the versions of systemd as shipped with Red Hat Enterprise Linux 7 as there is no service that performs asynchronous polkit requests in a vulnerable way.

The version of systemd delivered in OpenShift Container Platform 4.1 and included in CoreOS images has been superseded by the version delivered in Red Hat Enterprise Linux 8. CoreOS updates for systemd in will be consumed from Red Hat Enterprise Linux 8 channels."
aap,cluster,,RHSA-2024:0723,Fixable,Important,7.8,100%,5.90,ip-10-0-225-175.us-east-2.compute.internal,2024-02-07T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0723,"The kernel packages contain the Linux kernel, the core of any Linux operating system.

Security Fix(es):

* kernel: ktls overwrites readonly memory pages when using function splice with a ktls socket as destination (CVE-2024-0646)

* kernel: sctp: fail if no bound addresses can be used for a given scope (CVE-2023-1074)

* kernel: NULL pointer dereference in nvmet_tcp_build_iovec (CVE-2023-6356)

* kernel: NULL pointer dereference in nvmet_tcp_execute_request (CVE-2023-6535)

* kernel: NULL pointer dereference in __nvmet_req_complete (CVE-2023-6536)

* kernel: Out-Of-Bounds Read vulnerability in smbCalcSize (CVE-2023-6606)

* kernel: OOB Access in smb2_dump_detail (CVE-2023-6610)

* kernel: use-after-free in IPv4 IGMP (CVE-2023-6932)

* kernel: refcount leak in ctnetlink_create_conntrack() (CVE-2023-7192)

* kernel: drivers/usb/storage/ene_ub6250.c (CVE-2023-45862)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
